date,stock_id,pre_close,ref_price,value,kind,open_base
2025-06-16,00936,14.80,14.77,0.030000,息,14.77
2025-06-16,1582,77.00,71.50,5.500000,息,71.50
2025-06-16,2107,26.20,24.80,1.400000,息,24.80
2025-06-16,2421,104.00,100.28,3.712272,息,100.50
2025-06-16,2832,33.85,31.85,2.000000,息,31.85
2025-06-16,2908,20.90,20.00,0.900000,息,20.00
2025-06-16,3042,98.00,92.80,5.200000,息,92.80
2025-06-16,3563,576.00,571.00,5.000000,息,571.00
2025-06-16,4133,29.25,28.35,0.900000,息,28.35
2025-06-16,4557,110.50,104.00,6.500000,息,104.00
2025-06-16,4935,41.90,39.70,2.200000,息,39.70
2025-06-16,8016,211.50,199.50,12.000000,息,199.50
2025-06-16,9910,121.50,116.40,5.100000,息,116.50
