date,stock_id,pre_close,ref_price,value,kind,open_base
2024-10-17,0056,39.02,37.95,1.070000,息,37.95
2024-10-17,00717,16.79,16.62,0.167000,息,16.62
2024-10-17,00730,24.01,22.71,1.300000,息,22.71
2024-10-17,00733,55.80,54.47,1.321000,息,54.45
2024-10-17,00739,22.78,22.28,0.500000,息,22.28
2024-10-17,00908,13.78,13.64,0.133000,息,13.64
2024-10-17,00912,20.45,19.79,0.660000,息,19.79
2024-10-17,00922,22.62,21.62,1.000000,息,21.62
2024-10-17,00934,19.42,19.28,0.139000,息,19.28
2024-10-17,00943,15.17,15.02,0.150000,息,15.02
2024-10-17,00944,14.92,14.86,0.058000,息,14.86
