date,stock_id,pre_close,ref_price,value,kind,open_base
2024-07-04,1451,20.35,19.84,0.501556,息,19.85
2024-07-04,1752,53.80,51.80,2.000000,息,51.80
2024-07-04,1789,28.90,28.60,0.300000,息,28.60
2024-07-04,1906,16.00,15.85,0.150000,息,15.85
2024-07-04,2010,20.40,19.40,1.000000,息,19.40
2024-07-04,2013,59.00,57.10,1.900000,息,57.10
2024-07-04,2030,17.80,17.30,0.500000,息,17.30
2024-07-04,2103,23.65,23.09,0.560000,息,23.10
2024-07-04,2312,18.25,17.95,0.299777,息,17.95
2024-07-04,2412,125.50,120.74,4.758000,息,120.50
2024-07-04,2425,37.65,37.20,0.450000,息,37.20
2024-07-04,2433,53.00,50.00,3.000000,息,50.00
2024-07-04,2454,1405.00,1374.59,30.405308,息,1375.00
2024-07-04,2474,233.50,228.50,5.000000,息,228.50
2024-07-04,2727,239.50,224.55,14.943694,息,224.50
2024-07-04,3006,103.00,102.40,0.600000,息,102.50
2024-07-04,3016,67.30,66.80,0.499995,息,66.80
2024-07-04,3046,64.50,62.50,2.000000,息,62.50
2024-07-04,3189,95.10,94.09,1.000107,息,94.10
2024-07-04,3703,37.25,35.75,1.500000,息,35.75
2024-07-04,5234,147.00,142.90,4.100000,息,143.00
2024-07-04,5515,24.35,23.35,1.000000,息,23.35
2024-07-04,6197,188.00,183.80,4.200000,息,184.00
2024-07-04,6641,41.40,40.40,1.000000,息,40.40
2024-07-04,6776,63.70,60.20,3.500000,息,60.20
2024-07-04,6781,620.00,608.40,11.600000,息,608.00
2024-07-04,6792,80.70,77.10,3.600000,息,77.10
2024-07-04,8021,30.90,30.10,0.800000,息,30.10
2024-07-04,8162,38.85,38.35,0.500000,息,38.35
2024-07-04,8163,69.30,65.30,4.000000,息,65.30
2024-07-04,8213,39.60,38.60,1.000000,息,38.60
2024-07-04,8367,50.40,47.90,2.499940,息,47.90
2024-07-04,8454,427.00,412.20,14.800000,息,412.00
2024-07-04,8499,124.50,120.50,4.000000,息,120.50
2024-07-04,9939,171.00,165.65,5.350000,息,165.50
2024-07-04,9943,90.10,84.90,5.200000,息,84.90
