date,stock_id,pre_close,ref_price,value,kind,open_base
2024-06-26,1215,114.00,108.50,5.500000,息,108.50
2024-06-26,1449,19.35,18.58,0.768817,權,19.35
2024-06-26,1464,14.20,13.95,0.250000,息,13.95
2024-06-26,2329,61.10,59.91,1.189291,息,59.90
2024-06-26,2809,66.50,63.50,3.000000,息,63.50
2024-06-26,3035,314.00,309.70,4.292746,息,309.50
2024-06-26,3168,64.70,61.14,3.554415,息,61.10
2024-06-26,3714,43.85,42.93,0.918294,息,42.95
2024-06-26,4557,119.00,113.00,6.000000,息,113.00
2024-06-26,4906,37.90,36.41,1.480715,息,36.40
