date,stock_id,pre_close,ref_price,value,kind,open_base
2024-08-15,00936,16.93,16.77,0.160000,息,16.77
2024-08-15,1583,69.30,65.30,4.000000,息,65.30
2024-08-15,1714,9.22,8.92,0.300000,息,8.92
2024-08-15,2327,745.00,623.51,121.483723,權,624.00
2024-08-15,2539,83.20,71.37,11.820690,權息,71.40
2024-08-15,2547,10.80,10.55,0.250000,息,10.55
2024-08-15,2801,18.45,17.34,1.105039,權息,17.35
2024-08-15,3008,2840.00,2800.00,40.000000,息,2800.00
2024-08-15,3017,597.00,590.04,6.957345,息,590.00
2024-08-15,3056,36.60,34.79,1.801923,權息,34.80
2024-08-15,4137,148.50,138.38,10.118146,息,138.50
2024-08-15,5288,214.00,206.26,7.737647,息,206.50
