date,stock_id,pre_close,ref_price,value,kind,open_base
2026-06-23,1341,61.90,57.90,4.000000,息,57.90
2026-06-23,1432,18.00,16.00,2.000000,息,16.00
2026-06-23,1609,38.65,37.95,0.700000,息,37.95
2026-06-23,2312,35.85,35.25,0.599867,息,35.25
2026-06-23,2368,1395.00,1385.19,9.803012,息,1385.00
2026-06-23,2534,18.30,16.80,1.500000,息,16.80
2026-06-23,2855,52.00,49.89,2.110000,息,49.90
2026-06-23,3010,131.50,126.20,5.300000,息,126.00
2026-06-23,4766,372.00,354.00,18.000000,息,354.00
2026-06-23,6214,141.00,135.00,6.000000,息,135.00
2026-06-23,6449,428.50,424.29,4.200947,息,424.50
2026-06-23,6505,54.00,52.80,1.200000,息,52.80
2026-06-23,7760,34.00,32.00,2.000000,息,32.00
