date,factor,cum_factor,pre_close,ref_price,kind,event
2015-06-29,0.95010395,0.64099049,48.1,45.7,除權息,exright
2016-07-26,0.97152875,0.67465301,71.3,69.27,除息,exright
2017-07-10,0.95215311,0.69442413,62.7,59.7,除息,exright
2018-07-03,0.95178849,0.72931981,64.3,61.2,除息,exright
2019-07-01,0.92824074,0.76626249,43.2,40.1,除息,exright
2020-07-09,0.96666667,0.82549973,45.9,44.37,除息,exright
2021-08-12,0.97752809,0.85396524,133.5,130.5,除息,exright
2022-07-11,0.94267516,0.87359663,78.5,74,除息,exright
2023-07-25,0.97655172,0.92672075,130.5,127.44,除息,exright
2024-07-17,0.98534615,0.94897252,260,256.19,除權息,exright
2025-07-22,0.97532688,0.96308542,413,402.81,除息,exright
2026-08-03,0.98744887,0.98744887,929,917.34,除息,exright
