date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2008-08-28,0.97377049,,0.45930644,30.5,29.7,除權息,exright
2010-07-13,0.95585185,,0.47167833,67.5,64.52,除息,exright
2012-08-23,0.99194631,,0.49346385,37.25,36.95,除息,exright
2013-07-12,0.96209677,,0.49747032,62,59.65,除息,exright
2014-07-24,0.91260924,,0.51706890,80.1,73.1,除息,exright
2014-08-29,0.99270687,,0.56658302,71.3,70.78,除權,exright
2015-07-08,0.93746898,,0.57074554,40.3,37.78,除息,exright
2016-07-04,0.98829040,,0.60881539,42.7,42.2,除息,exright
2017-07-04,0.94652406,,0.61602884,74.8,70.8,除息,exright
2018-07-11,0.90867580,,0.65083273,65.7,59.7,除息,exright
2019-07-15,0.99620493,,0.71624305,52.7,52.5,除息,exright
2020-07-21,0.97650000,,0.71897160,60,58.59,除息,exright
2021-08-09,0.97293617,,0.73627404,117.5,114.32,除息,exright
2022-07-21,0.91353503,,0.75675472,62.8,57.37,除息,exright
2023-06-27,0.97698504,,0.82838062,86.9,84.9,除息,exright
2023-09-01,0.97073733,,0.84789489,86.8,84.26,除權,exright
2024-06-27,0.97235023,,0.87345450,108.5,105.5,除息,exright
2025-02-05,0.98141361,,0.89829207,76.4,74.98,除權,exright
2025-07-14,0.94593453,,0.91530427,94.7,89.58,除息,exright
2026-03-20,0.96761905,,0.96761905,525,508,除息,exright
