date,factor,cum_factor,pre_close,ref_price,kind
2015-07-07,0.95934959,0.80381249,12.3,11.8,息
2016-07-07,0.98113208,0.83787234,10.6,10.4,息
2017-08-09,0.97637795,0.85398527,12.7,12.4,息
2018-07-18,0.98545455,0.87464621,13.75,13.55,息
2019-07-11,0.98443580,0.88755611,12.85,12.65,息
2020-07-21,0.97940268,0.90158862,9.71,9.51,息
2021-08-12,0.98496241,0.92054948,13.3,13.1,息
2022-07-26,0.97907950,0.93460367,11.95,11.7,息
2023-08-03,0.98392283,0.95457383,15.55,15.3,息
2024-07-31,0.99176955,0.97017144,24.3,24.1,息
2025-07-18,0.98437500,0.97822266,16,15.75,息
2026-07-23,0.99375000,0.99375000,40,39.75,息
