date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-09-21,0.71870657,,0.24645533,60.9,43.76,權息,exright
2016-07-13,0.88742964,,0.34291510,53.3,47.3,息,exright
2017-09-11,0.89594173,,0.38641384,48.05,43.05,息,exright
2018-09-07,0.92878942,,0.43129350,49.15,45.65,息,exright
2019-10-02,0.90990991,,0.46436091,49.95,45.45,息,exright
2020-02-20,0.97835498,,0.51033723,46.2,45.2,息,exright
2020-09-24,0.88939229,,0.52162788,46.15,41.04,權息,exright
2021-09-24,0.95716436,,0.58649922,46.8,44.79,息,exright
2022-09-26,0.83276939,,0.61274661,47.8,39.8,權息,exright
2023-09-26,0.89853236,,0.73579387,43.05,38.68,權息,exright
2024-09-26,0.90005421,,0.81888411,50.3,45.27,權息,exright
2025-09-25,0.90981642,,0.90981642,44.75,40.71,權息,exright
