date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-06-04,0.82061281,,0.86452072,17.95,14.73,除權息,exright
2016-06-06,0.98918919,,1.05350624,11.1,10.98,除息,exright
2017-05-17,0.99150943,,1.06501997,10.6,10.51,除息,exright
2017-09-01,1.00099010,,1.07414003,10.1,10.11,現金減資,reduce
2018-05-28,0.94140625,,1.07307758,12.8,12.05,除息,exright
2019-05-28,0.95328467,,1.13986664,13.7,13.06,除息,exright
2019-12-03,0.96790123,,1.19572534,16.2,15.68,除息,exright
2020-05-12,0.96165192,,1.23537950,16.95,16.3,除息,exright
2021-06-09,0.91683992,,1.28464310,24.05,22.05,除息,exright
2022-07-05,0.97942387,,1.40116401,12.15,11.9,除息,exright
2023-07-11,1.63791822,,1.43060023,13.45,22.03,彌補虧損,reduce
2023-11-21,0.94684096,,0.87342592,22.95,21.73,除權,exright
2025-07-03,0.96853933,,0.92246318,22.25,21.55,除息,exright
2025-07-23,0.95242718,,0.95242718,20.6,19.62,除權,exright
