date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-14,0.98220641,0.52303526,28.1,27.6,除息,exright
2016-08-26,0.93036212,0.53251054,35.9,33.4,除息,exright
2017-11-07,0.93738819,0.57236911,55.9,52.4,除息,exright
2018-11-07,0.96011673,0.61059987,51.4,49.35,除息,exright
2019-09-03,0.95989305,0.63596420,74.8,71.8,除息,exright
2020-10-08,0.94230769,0.66253652,52,49,除息,exright
2021-08-30,0.93579454,0.70309998,62.3,58.3,除息,exright
2022-09-01,0.94034707,0.75134012,92.2,86.7,除息,exright
2023-08-31,0.89254109,0.79900299,79.1,70.6,除息,exright
2024-06-28,0.95327103,0.89520023,107,102,除息,exright
2025-06-25,0.95187166,0.93908260,93.5,89,除息,exright
2026-09-01,0.98656430,0.98656430,260.5,257,除息,exright
