date,factor,cum_factor,pre_close,ref_price,kind
2015-08-26,0.90566038,0.52251012,10.6,9.6,息
2016-08-24,0.92517007,0.57693826,14.7,13.6,息
2018-08-23,0.93882353,0.62360238,21.25,19.95,息
2019-08-06,0.95924171,0.66423813,21.1,20.24,息
2020-07-14,0.93162393,0.69246168,23.4,21.8,息
2021-08-10,0.95565749,0.74328456,32.7,31.25,息
2022-07-11,0.92941176,0.77777296,21.25,19.75,息
2023-04-27,0.96252927,0.83684433,21.35,20.55,息
2024-04-25,0.97685185,0.86942221,21.6,21.1,息
2025-04-24,0.94396552,0.89002463,23.2,21.9,息
2026-04-24,0.94285714,0.94285714,24.5,23.1,息
