date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2020-03-23,0.99083095,,0.76306070,34.9,34.58,除息,exright
2020-06-16,0.99509116,,0.77012199,42.78,42.57,除息,exright
2020-09-16,0.99462617,,0.77392105,42.8,42.57,除息,exright
2020-12-16,0.99067878,,0.77810244,41.84,41.45,除息,exright
2021-03-17,0.99179894,,0.78542355,37.8,37.49,除息,exright
2021-06-17,0.99127310,,0.79191811,38.96,38.62,除息,exright
2021-09-16,0.99162562,,0.79888995,40.6,40.26,除息,exright
2021-12-16,0.99248497,,0.80563666,39.92,39.62,除息,exright
2022-03-16,0.99202733,,0.81173688,35.12,34.84,除息,exright
2022-06-17,0.99087036,,0.81826060,32.86,32.56,除息,exright
2022-09-19,0.98952096,,0.82579986,33.4,33.05,除息,exright
2022-12-16,0.98901099,,0.83454509,33.67,33.3,除息,exright
2023-03-16,0.98849145,,0.84381781,32.15,31.78,除息,exright
2023-06-16,0.98883028,,0.85364200,32.23,31.87,除息,exright
2023-09-18,0.98849502,,0.86328464,32.16,31.79,除息,exright
2023-12-18,0.98897912,,0.87333231,34.48,34.1,除息,exright
2024-03-18,0.98931751,,0.88306446,33.7,33.34,除息,exright
2024-06-20,0.98850575,,0.89259965,34.8,34.4,除息,exright
2024-09-18,0.98831711,,0.90297871,35.95,35.53,除息,exright
2024-12-17,0.98702422,,0.91365282,34.68,34.23,除息,exright
2025-03-18,0.98692241,,0.92566403,34.41,33.96,除息,exright
2025-06-17,0.98513380,,0.93792990,30.27,29.82,除息,exright
2025-09-16,0.98620478,,0.95208377,32.62,32.17,除息,exright
2025-12-16,0.98832565,,0.96540170,32.55,32.17,除息,exright
2026-03-17,0.98831848,,0.97680526,32.53,32.15,除息,exright
2026-06-16,0.98835071,,0.98835071,32.62,32.24,除息,exright
