date,factor,cum_factor,pre_close,ref_price,kind
2015-07-16,0.94134897,0.66519971,17.05,16.05,息
2016-07-08,0.98542274,0.70664518,17.15,16.9,息
2017-07-04,0.96336996,0.71709851,13.65,13.15,息
2018-07-06,0.96899225,0.74436461,19.35,18.75,息
2019-07-01,0.97023810,0.76818428,16.8,16.3,息
2020-07-08,0.96753247,0.79174822,15.4,14.9,息
2021-08-23,0.98371336,0.81831695,30.7,30.2,息
2022-07-11,0.92105263,0.83186524,22.8,21,息
2023-07-04,0.94117647,0.90316798,30.6,28.8,息
2024-07-09,0.98452012,0.95961598,64.6,63.6,息
2025-07-08,0.98407643,0.97470428,94.2,92.7,息
2026-07-15,0.99047619,0.99047619,105,104,息
