date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2025-01-17,0.99512535,,0.90536594,14.36,14.29,除息,exright
2025-02-18,0.99519231,,0.90980090,14.56,14.49,除息,exright
2025-03-18,0.99520219,,0.91419607,14.59,14.52,除息,exright
2025-04-18,0.99497487,,0.91860336,13.93,13.86,除息,exright
2025-05-19,0.99454829,,0.92324277,12.84,12.77,除息,exright
2025-06-17,0.99451840,,0.92830361,12.77,12.7,除息,exright
2025-07-16,0.99445764,,0.93342025,12.63,12.56,除息,exright
2025-08-18,0.99472892,,0.93862243,13.28,13.21,除息,exright
2025-09-16,0.99491649,,0.94359620,13.77,13.7,除息,exright
2025-10-20,0.99501779,,0.94841750,14.05,13.98,除息,exright
2025-11-18,0.99490539,,0.95316637,13.74,13.67,除息,exright
2025-12-16,0.99489424,,0.95804725,13.71,13.64,除息,exright
2026-01-19,0.99498567,,0.96296392,13.96,13.89,除息,exright
2026-02-26,0.99494949,,0.96781687,13.86,13.79,除息,exright
2026-03-17,0.99484915,,0.97272964,13.59,13.52,除息,exright
2026-04-20,0.99557196,,0.97776596,13.55,13.49,除息,exright
2026-05-19,0.99547511,,0.98211481,13.26,13.2,除息,exright
2026-06-16,0.99560440,,0.98657897,13.65,13.59,除息,exright
2026-07-16,0.99552239,,0.99093473,13.4,13.34,除息,exright
2026-08-18,0.99539171,,0.99539171,13.02,12.96,除息,exright
