date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2024-07-16,0.99337662,,0.84810232,15.4,15.29,息,exright
2024-08-16,0.99332461,,0.85375708,15.28,15.17,息,exright
2024-09-19,0.99328947,,0.85949454,15.2,15.09,息,exright
2024-10-21,0.99331586,,0.86530117,15.26,15.15,息,exright
2024-11-18,0.99338092,,0.87112388,15.41,15.3,息,exright
2024-12-17,0.99338950,,0.87692834,15.43,15.32,息,exright
2025-01-17,0.99361022,,0.88276385,15.65,15.55,息,exright
2025-02-18,0.99358563,,0.88844079,15.59,15.49,息,exright
2025-03-18,0.99337662,,0.89417637,15.4,15.29,息,exright
2025-04-21,0.99311741,,0.90013832,14.82,14.71,息,exright
2025-05-19,0.99264069,,0.90637654,13.86,13.75,息,exright
2025-06-17,0.99262537,,0.91309630,13.56,13.46,息,exright
2025-07-16,0.99415680,,0.91988007,13.52,13.44,息,exright
2025-08-18,0.99416427,,0.92528670,13.88,13.79,息,exright
2025-09-16,0.99431818,,0.93071813,14.08,14,息,exright
2025-10-20,0.99422535,,0.93603652,14.2,14.11,息,exright
2025-11-18,0.99421603,,0.94147319,14.35,14.26,息,exright
2025-12-16,0.99404844,,0.94695033,14.45,14.36,息,exright
2026-01-20,0.99398496,,0.95261990,14.63,14.54,息,exright
2026-02-26,0.99391845,,0.95838462,14.47,14.38,息,exright
2026-03-17,0.99402062,,0.96424874,14.55,14.46,息,exright
2026-04-20,0.99402062,,0.97004904,14.55,14.46,息,exright
2026-05-19,0.99397507,,0.97588422,14.44,14.35,息,exright
2026-06-16,0.99400000,,0.98179950,14.5,14.41,息,exright
2026-07-16,0.99386503,,0.98772585,14.67,14.58,息,exright
2026-08-18,0.99382292,,0.99382292,14.57,14.48,息,exright
